nom,latitude,longitude,note,prix,furniture_store,laundry,bakery,cafe,home_goods_store,clothing_store,atm,lodging,night_club,convenience_store,restaurant,bar
At Château Rouge,48.8835546,2.3234381,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Only You Wedding,48.8735287,2.3822625,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Rainbow,48.8209376,2.4140914,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Kiehl's Le Marais,48.8566816,2.3633185,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
La bibliothèque des marques,48.8300493,2.375676700000001,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Tape à l'Œil - Les Lilas,48.8794785,2.4145809,4.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elyse,48.8389315,2.3983706,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Etam,48.8203953,2.2518751,3.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
SpiritoDivino,48.8785544,2.2992429,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elsa Gary,48.84502579999999,2.3815596,3.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Faconnable,48.869043,2.3041515,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Couture DIAMOND WHITE,48.867828,2.3063959,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Le Bonhomme de bois,48.88271030000001,2.29655,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Tehran,48.8903209,2.3388571,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Lusson Froc Elodie,48.9159691,2.291278799999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Au Chic Parisien,48.8302189,2.2452214,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
parc de iles marrantes,48.9113274,2.312179,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
STOCK LEVI'S,48.89078459999999,2.291715,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Kumiko Nakayama Geraerts,48.8481237,2.4489147,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
etam prêt à porter,48.853106,2.370927999999999,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
celio,48.8528107,2.3441324,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
MAJESTIC FILATURES,48.85797100000001,2.280221,4.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Gentihomme,48.8389575,2.299463,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Blanche Abel,48.8659097,2.3780703,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BAZAR SOTRA,48.89733690000001,2.3100955,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Nodusx2sa,48.8792918,2.2842702,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Levis,48.83360200000001,2.3873048,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Pretty Box,48.86284,2.36395,2.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Chapellerie De punta en blanco,48.859666,2.404758,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
La Générale pour l'Enfant Major,48.9075537,2.2868869,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Eric Bompard,48.8706305,2.3296474,2.9,-1,0,0,0,0,0,1,0,0,0,0,0,0
MADISON-PARIS,48.9120719,2.3688102,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mademoiselle non-non,48.9071171,2.2477155,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Soree Philippe,48.842939,2.4011898,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Liu Jo,48.83789059999999,2.311755599999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Culture Vélo Chatillon,48.80874650000001,2.283461,3.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Double jeu,48.86775309999999,2.3529883,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Ben Ammou Jacques,48.8886469,2.4037484,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
STADEFRANÇAISPARIS,48.838964,2.2518659,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Allure,48.8812738,2.278153099999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
G7 table,48.8370656,2.4013811,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Logic,48.8553721,2.4159423,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
boutique pauline,48.8586158,2.3818295,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Faith Connexion,48.84763,2.324117,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Lucca,48.8825756,2.3213729,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Fontenay 2000 S.A.R.L.,48.84409489999999,2.4664927,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
1.2.3,48.8451099,2.2941211,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Graffiti,48.8758884,2.3689158,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Henrique Enko,48.87651839999999,2.2950454,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
De Fursac,48.8368899,2.2418445,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Petit Bateau,48.8501722,2.3244748,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Armor-Lux,48.83911579999999,2.2997903,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Blanchinet,48.8914388,2.416256,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Indianapolis,48.9025062,2.343874699999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Feiteng,48.81227839999999,2.3614001,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Voriagh,48.85290799999999,2.3678,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Loding,48.8472935,2.2844014,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Esseltex,48.8841545,2.3518111,2.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
Niboulette,48.9030138,2.3036283,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Gerard's,48.8662535,2.281946,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Jessy Line,48.8594387,2.3778026,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Anne Fontaine,48.8678554,2.3251245,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Attinost Anne,48.8656392,2.3950662,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Ipanema,48.84381459999999,2.2928451,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Boutique Emmaüs Bizot Paris 12,48.8375186,2.4036013,3.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
Lesueur Marine,48.85950639999999,2.273063699999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Rg Prêt À Porter Homme Femme,48.885762,2.3822691,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
t'moun,48.9117997,2.2510457,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
L'Atelier du Confiseur,48.8986655,2.2327753,4.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
ATOUT Charme,48.8137099,2.3165425,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BALIBARIS,48.8485543,2.2822428,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Celio,48.8906349,2.2374824,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Boy Loove Girl,48.8632559,2.349360899999999,3.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Slama Gilles,48.9004158,2.315998899999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
IKKS JUNIOR,48.83348530000001,2.3871935,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mode XXL - Trait d'union,48.8420084,2.2862088,3.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
Airlines Couture,48.84887879999999,2.3739528,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Petit Monde d'Axelle et Basile Le,48.8484488,2.2699653,4.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Scarlett,48.8661744,2.2820113,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Cébé,48.87274619999999,2.2303703,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
ba&sh,48.883678,2.339554,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Yves Rocher,48.8749406,2.332581,3.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
Etam,48.83031009999999,2.35506,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sarl Poiron,48.846681,2.2636165,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Société Tab,48.8518321,2.4007213,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
wa-mono,48.8425125,2.263112,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Morgan,48.87162360000001,2.303213,3.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Zadig & Voltaire MONTAIGNE,48.86685049999999,2.307103499999999,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maria,48.8274877,2.3072481,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sem Biscote,48.847158,2.4369068,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Africouleur,48.8665791,2.3767626,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
palais du stylo,48.8723526,2.3291717,3.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sylla Idrissa,48.8589045,2.4657818,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Café Coton,48.8730533,2.3270282,3.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maxim's Salon de Thé,48.873441,2.332132,4.7,-1,0,0,0,0,0,1,0,0,0,0,1,1
Loding,48.870309,2.2850039,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Starwalk,48.8472312,2.4377488,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
H&M,48.8118077,2.362886699999999,3.1,1,0,0,0,0,0,1,0,0,0,0,0,0
Pa Design,48.87620829999999,2.3392457,4.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Davina,48.86955939999999,2.395380799999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Veja Fair Trade,48.87127479999999,2.3630539,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Beefly Sarl,48.8860823,2.383577,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Cyrillus,48.893131,2.2974677,3.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
Eric Bompard,48.8712053,2.301994,3.2,3,0,0,0,0,0,1,0,0,0,0,0,0
Firma Avantage,48.8913553,2.3198751,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Havaianas Beaugrenelle,48.8485543,2.2822428,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Camaieu,48.8837308,2.2655909,4.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Morgan ((SA)),48.8940115,2.2758645,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Nocibé,48.902967,2.376798,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Lilly Et Les Pirates,48.9040153,2.2683316,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mahe Virginie,48.834435,2.4012024,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Eric Bompard,48.8832599,2.3040151,2.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
35 avenue reille,48.8238223,2.3345913,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
NADIA DAFRI PARIS,48.8792906,2.4387331,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Pause Café,48.8822503,2.4693521,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maje,48.838976,2.240681700000001,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
Cocco,48.9120633,2.3714532,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Gerard Darel,48.87986899999999,2.283705,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Cohen Bruno,48.8644046,2.2710381,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Tauhéré Freedom Boutique,48.8464039,2.2384636,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bénédicte Chapeaux,48.836152,2.2370337,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elena,48.8830597,2.3179644,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Avril,48.8425893,2.294062,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Rebecca Sarl,48.8688738,2.3038734,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maison Lemoine,48.89125699999999,2.345976,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
ba&sh,48.880298,2.2780517,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Jabi Sarl,48.88502870000001,2.3265639,-1.0,-1,0,0,0,0,1,1,0,0,0,0,0,0
"Bridal Couture, Paris wedding dress shop",48.8716208,2.3477646,3.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
LUNA 24,48.85829,2.281592,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Thierry Laurent,48.8933531,2.326493,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Etam,48.8686768,2.283428,4.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Zadig & Voltaire,48.8727263,2.2930084,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Winship,48.90018979999999,2.2446436,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Orchestra,48.902894,2.376839,2.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
ASH MEN,48.8358643,2.3986436,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Laurence Tavernier Nouvelle,48.89139509999999,2.2861905,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Roger Vivier,48.8689846,2.3205627,4.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Ever Boom,48.91214790000001,2.37148,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Braderie des Pyrénées,48.8683246,2.3961121,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Le Bonhomme de bois,48.8915241,2.2890164,4.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
CÉLINE,48.852989,2.329015,4.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Isabel Marant,48.8544838,2.3366157,3.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Chic Et Jeune,48.905516,2.372276,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Leroy David,48.8208527,2.412432,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Catchy,48.90217579999999,2.255375599999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Tak Hoa,48.8209056,2.4141644,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maison Kitsune - Richelieu,48.866417,2.337431,4.2,3,0,0,0,0,0,1,0,0,0,0,0,0
Sausalito,48.8858204,2.334523,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bull Pernette,48.82376389999999,2.4167168,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Balmain,48.868562,2.304094000000001,4.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
My Love Boutique,48.8476884,2.4230485,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Menport Sarl,48.90974490000001,2.3169978,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mum-to-be Home Party,48.8890523,2.336958,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Goldymama,48.8682506,2.4007343,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
La Citoyenne,48.84363250000001,2.293314,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Printemps Haussmann,48.8739771,2.3277932,4.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
JR Cine Photo,48.8416378,2.391371700000001,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elly Mode,48.860428,2.3760654,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Awdc,48.90502839999999,2.3983424,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BOUGAINVILLE PARIS,48.8846068,2.2950264,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bel Air,48.8794327,2.3025628,4.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Celio Club,48.88272579999999,2.4784599,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mistigriff Boulogne-Billancourt,48.8325567,2.2392118,3.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
GOSSIP...,48.882023,2.3498092,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Hopital Gregoire,48.87805849999999,2.452744800000001,3.9,-1,0,0,0,0,0,1,0,0,0,0,0,0
nina kendosa Paris,48.841606,2.3497903,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
New Sport,48.8840519,2.3756479,3.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
Dany Berd,48.8812566,2.2785387,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
COMPAGNIE DE PROVENCE,48.8435791,2.3304267,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
"Gilles Zimmer, robes de mariées",48.8865096,2.3241223,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Marionnaud,48.8811121,2.273135599999999,2.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Zadig & Voltaire,48.8586938,2.3589188,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Camaieu,48.891954,2.296257,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Miss Coquines,48.8519356,2.3417115,3.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
Princesse tam.tam,48.853721,2.3661349,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
La Bonne Accroche,48.843852,2.4088039,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Maj,48.8462886,2.2376898,4.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Triangle Sté,48.83413169999999,2.3295829,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elysée fashion,48.8719886,2.3019789,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bubacar Balde Manuel,48.9089847,2.4431597,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Marionnaud,48.8414927,2.2866585,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Vivarte,48.88570659999999,2.3713034,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Le Comptoir,48.8782023,2.3882242,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
A.s.b.,48.91140349999999,2.3615265,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Elior Entreprises,48.8254632,2.3722501,2.5,-1,0,0,0,0,0,1,0,0,0,0,1,0
A.P.C.,48.8868804,2.3180573,4.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
VIM - Gex,48.9047554,2.436366199999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
celio,48.87328919999999,2.298088,3.9,-1,0,0,0,0,0,1,0,0,0,0,0,0
ID Compagnie,48.85390150000001,2.4117725,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Feelunique,48.8427923,2.2385308,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Depot Vente Enfants Trottinette,48.8469867,2.373606,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
It hippie,48.9121479,2.3714801,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Pinko Paris Palais De Congres,48.87887749999999,2.2834213,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Nocibé,48.837756,2.322306,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Chikly Celine Henriette,48.8820761,2.427508500000001,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Samba Costume,48.84822529999999,2.4222109,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Saint Hilaire,48.884487,2.328875,4.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sandro,48.8805085,2.2786458,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Magasin Chistera International Auteuil | Mode Homme et Femme,48.8490232,2.2657798,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sophie Rive Droite,48.90916989999999,2.2451607,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
My Boudoir,48.88201979999999,2.2707637,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
DVA,48.8551273,2.446766,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
ARTOYZ,48.8963659,2.3694936,3.5,-1,0,0,0,0,0,1,0,0,0,0,0,0
Stade Français Géo-André,48.838964,2.251866,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bali,48.8902462,2.3360336,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Miss Eden Cosmetiques Paris,48.9060484,2.4284706,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Mihranyan Stephane,48.81030629999999,2.4178194,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Volupte Paris,48.91214790000001,2.37148,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sister Mode,48.85908000000001,2.3751579,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Fidler,48.858189,2.2767607,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
SoLucette,48.8219706,2.3034874,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Textiles Représentations,48.8690114,2.4566752,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Marionnaud,48.87898060000001,2.2920778,2.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
L.d,48.81676100000001,2.367137,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Carhartt WIP,48.8613498,2.3434621,3.9,-1,0,0,0,0,0,1,0,0,0,0,0,0
Marks & Spencer,48.89115399999999,2.237955,3.8,2,0,0,0,0,0,1,0,0,0,0,0,0
De Fursac,48.866871,2.280519,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Un Jour Ailleurs,48.83006929999999,2.3551696,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
AJC Nails,48.809656,2.4436148,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Aci,48.81962910000001,2.4062952,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Pourquoi Pas Sarl,48.90985420000001,2.2471378,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
LES ROBES INFIDÈLES,48.8690594,2.395436499999999,2.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Doukoure Zenabou,48.89856810000001,2.3407307,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Orium Boutique,48.8364663,2.3180858,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
SNOWBEACH,48.8568039,2.371244,4.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
L'enfance Heureuse,48.86682450000001,2.278308,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bonpoint,48.8284197,2.3473315,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Comptoir des Cotonniers,48.8536982,2.3361816,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0
L'Envers du Dressing,48.89276450000001,2.2870334,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Anne de Lafforest,48.8878326,2.3224541,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Camaieu,48.838719,2.32224,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Own History - Le Refuge,48.848048,2.325825,3.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
Zara,48.873195,2.329799,3.3,2,0,0,0,0,0,1,0,0,0,0,0,0
Made by Me,48.8653316,2.3765105,4.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
Glamour Lingerie,48.8476593,2.2666206,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
BEBO FASHION®,48.8881398,2.324180199999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Faconnable,48.8542518,2.3321982,3.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Ti Gibus,48.82935149999999,2.2468985,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Guerlain,48.8710026,2.3051893,4.6,-1,0,0,0,0,0,1,0,0,0,0,0,0
BOSS Womenswear Shop,48.83010489999999,2.3556001,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
LACOSTE,48.882068,2.4784304,4.1,-1,0,0,0,0,0,1,0,0,0,0,0,0
Aubade Paris Commerce,48.84675499999999,2.2957668,3.8,-1,0,0,0,0,0,1,0,0,0,0,0,0
Footloose,48.8974011,2.4050533,3.7,-1,0,0,0,0,0,1,0,0,0,0,0,0
Claude B.,48.8957552,2.2509728,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sensitive and Son,48.8528746,2.3828404,4.9,-1,0,0,0,0,0,1,0,0,0,0,0,0
World Of Tui,48.8385555,2.2992637,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Parallele,48.8602649,2.3864279,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Sarl Cruise Line,48.8720606,2.3935672,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
CIMARRON JEANS,48.8671166,2.352206199999999,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Les Pétroleuses,48.8944465,2.344653,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
ILANNFIVE,48.81097439999999,2.4318641,4.2,-1,0,0,0,0,0,1,0,0,0,0,0,0
Stradivarius,48.8231219,2.300772,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Le Tanneur,48.91225899999999,2.384049,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Melya By Melody,48.9031691,2.371437,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Laurence Tavernier,48.8573684,2.3276196,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Les Petites… Paris,48.83815999999999,2.241221299999999,5.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Petit à Petit - Cadeau de naissance,48.80934070000001,2.4365777,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Rip Curl,48.8431983,2.3253524,4.4,-1,0,0,0,0,0,1,0,0,0,0,0,0
Jules,48.890437,2.237024,3.3,-1,0,0,0,0,0,1,0,0,0,0,0,0
Nagy Peter,48.8158493,2.4168205,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Am Plus Sarl,48.8408662,2.3693117,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Jo de Grey cuirs et peaux,48.9017406,2.3385851,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Bck Textile,48.8583091,2.4109,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
MAISONLEJABY,48.8578176,2.278639199999999,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
Lebouvier Serge,48.84850890000001,2.4350467,-1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0
