nom,latitude,longitude,note,prix,furniture_store,laundry,bakery,cafe,home_goods_store,clothing_store,atm,lodging,night_club,convenience_store,restaurant,bar
Home & Bath Design Paris,48.8265336,2.357479499999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
BMCE,48.91215469999999,2.2950098,2.2,-1,1,0,0,0,1,0,1,0,0,0,0,0
Histoire D Un Decor,48.835836,2.2345638,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Rasec,48.8762885,2.3124202,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Martine Castro L'ourartien,48.8504105,2.3389497,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cuenca Isabelle,48.87857460000001,2.2302851,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Tedeo,48.9016414,2.3918935,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Au Bonheur du Fouineur,48.8527514,2.3672733,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France Les Drapeaux de France - boutique NOXA,48.863227,2.3365772,4.7,-1,1,0,0,0,1,0,0,0,0,0,0,0
L'atelier des Chefs Paris Péclet,48.8419858,2.2996355,3.9,-1,1,0,0,0,1,0,0,0,0,0,0,0
Magasin Lapeyre,48.8826196,2.3270375,3.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Netovia,48.835892,2.3239177,1.8,-1,1,0,0,0,1,0,0,0,0,0,0,0
Theron Henry,48.86705829999999,2.467515399999999,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Derix-Teck Home,48.82923419999999,2.3276198,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Faubourg Decoration,48.8518862,2.374435800000001,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Sodipram,48.84800529999999,2.269842199999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Usines Center Ameublement,48.8655571,2.276124,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Terral Véronique,48.892109,2.374863,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Jeanne Fabrice,48.9120938,2.398091299999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Fernandes Patrick,48.8485897,2.4125984,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Amenagement Espaces Tertiaires,48.85827090000001,2.4242746,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Espace Topper - Grand Litier,48.847273,2.404099,3.5,-1,1,0,0,0,1,0,0,0,0,0,0,0
Créations Mpj,48.8628381,2.3760439,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Saphir,48.8835983,2.3051365,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Tastvin,48.8372135,2.3980939,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
M Y Design,48.8362331,2.3746244,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Silvestre,48.8586251,2.3730625,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
K.Designs,48.8571329,2.3578564,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
LA MAISON DU PLACARD - PARIS 5,48.8372824,2.3489191,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Créations Inova,48.86222710000001,2.3773428,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
123 Cuisines,48.84528299999999,2.4292202,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Archea Paris 11ème,48.8614623,2.371959699999999,5.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Peter & Murphy,48.87939269999999,2.397527999999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
GM Distribution,48.8415079,2.330364,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Home Sweet Home,48.9071171,2.2477155,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Made in Design - Galeries Lafayette Paris Haussmann,48.8730753,2.3300217,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Vaquet Eric,48.9048925,2.2376222,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Au Bon Vieux Lit,48.8344694,2.2330963,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
S.A.S GROUPEMENT MOBILIER DE FRANCE,48.8790994,2.2993333,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
L’atelier Pikfactory,48.8184523,2.287057,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Magic Property,48.846481,2.3855492,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Total​ Consortium​ Clayton,48.8422708,2.360412499999999,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
La Fuite A Varenne,48.8541245,2.3235435,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Laguiole Boutique,48.8822258,2.4696208,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Atelier FG Concept,48.8399701,2.3896015,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Coin de Rue,48.8817657,2.4706677,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
La Carpe,48.8711803,2.325644,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mille Lieux,48.8615988,2.3616598,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
France Canapé Haussmann,48.87570669999999,2.308867499999999,4.1,-1,1,0,0,0,1,0,0,0,0,0,0,0
ALDO POLCHI,48.902055,2.3428352,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Antiquaire,48.85691180000001,2.2791801,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Pottier Patrick,48.9002944,2.2984136,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Arcarenov Sarl,48.8905829,2.456738,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Paris Architecture Cuisine,48.8483424,2.2993394,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
D Ebene Et D Ivoire,48.9125785,2.2943552,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Zwilling J.A. Henckels,48.86985749999999,2.3260529,4.1,-1,1,0,0,0,1,0,0,0,0,0,0,0
Inoved,48.8960261,2.2978877,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Modul Meubles,48.8881931,2.349255700000001,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Chirly,48.8661823,2.2815811,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Fomma,48.820186,2.308124,3.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Lafayette House / Gourmet,48.8730753,2.3300217,4.1,-1,1,0,0,0,1,0,0,1,0,0,0,0
Bricolage cuisine de pro,48.83399300000001,2.3139812,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
MARCEL BY GALERIE,48.86013699999999,2.364558999999999,4.7,-1,1,0,0,0,1,0,0,0,0,0,0,0
Magasin Emmaüs Défi - CentQuatre,48.890254,2.370826,4.4,-1,1,0,0,0,1,1,0,0,0,0,0,0
Bruchet et Bresson,48.84900999999999,2.3904826,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Rabiller Yannick,48.8835168,2.2716331,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Milet Gérard,48.82531360000001,2.3732719,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Vonthron,48.902192,2.34239,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Dubois de Marolle Jean-Claude Denis,48.8787422,2.3330728,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Trindade Michel,48.8351719,2.2492914,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Sancerne Pascal,48.8904108,2.3489113,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Borntobekids,48.8437934,2.3311002,4.0,-1,1,0,0,0,1,1,0,0,0,0,0,0
Langlois Dominique,48.8510175,2.4337369,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Espace Loggia - Bastille,48.8554045,2.3689408,4.2,-1,1,0,0,0,1,0,0,1,0,0,0,0
Cuisines 974,48.8758884,2.3689158,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cuisinella Levallois-Perret,48.8909966,2.2923607,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
My Canap,48.83312540000001,2.3035668,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
EPSOM,48.90317959999999,2.435476,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Solutions Fenetres,48.8307678,2.3145241,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ligne Roset,48.8747243,2.308095,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
INSTAL EVO+,48.8613714,2.374610399999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Atelier Elisabeth Vardasca,48.8346456,2.3594833,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Sarl Mobilier Sur Mesure,48.855722,2.3784138,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
NOBILIS,48.85504900000001,2.3339564,3.8,-1,1,0,0,0,1,0,0,0,0,0,0,0
Canapés Design,48.85896109999999,2.3681188,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Boutique Xavier Gélineau,48.84075319999999,2.3385856,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
HARMONIE & DECORATION,48.8356814,2.289416,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Beder Stéphane,48.8816848,2.3498816,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mbph,48.9032315,2.3149542,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
PlanetCHR,48.8951485,2.4512424,4.7,-1,1,0,0,0,1,0,0,0,0,0,0,0
Duarte A. établ,48.9106525,2.243551199999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Objects and Home Accessories,48.8433404,2.3263922,4.4,-1,1,0,0,0,1,0,0,0,0,0,0,0
Dexter,48.8707072,2.4382618,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
R et Y Augousti Limited,48.85280419999999,2.324006599999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Valdivia,48.859491,2.386397199999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Volmers Philippe,48.8455674,2.3221134,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Houses of the world,48.848372,2.4013526,3.8,-1,1,0,0,0,1,0,0,0,0,0,0,0
Global Office Conseil en Aménagement,48.8920303,2.2841847,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
SCHMIDT Paris 10,48.8752606,2.356601399999999,5.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
ID Rangements,48.88148100000001,2.3186738,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Jean Luc Prêts,48.8364083,2.2604711,4.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Adorais Création,48.8810327,2.4299683,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
ALMA DECO,48.8577034,2.3037402,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Jules and Jim,48.8656819,2.3363675,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bdpoc,48.8142528,2.456593,-1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Fusion Fermetures,48.8925937,2.2942732,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Knoll International,48.86016000000001,2.322019,3.3,-1,1,0,0,0,1,0,0,0,0,0,0,0
"Isa Mo, spécialiste de chambres d'enfants et d'ados. Vibel, Montana, Casamania ...",48.849116,2.328466,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Proj et Evasion,48.8508763,2.4036725,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Barat Menuiserie,48.82747370000001,2.3490422,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Futon Factory,48.864525,2.4098401,1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
E.c.r,48.90283429999999,2.4260406,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Salon Marrakech,48.9057572,2.3940189,4.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
L'Addition,48.8981631,2.3780941,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Jean-Michel de Laubrière,48.8487162,2.3003274,4.7,-1,1,0,0,0,1,0,0,0,0,0,0,0
M.c.c,48.87493949999999,2.3251268,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Quent Laurent,48.9091376,2.3425972,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bois Jack Art,48.8559721,2.441233699999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Etablissements Maleville,48.85984689999999,2.3084141,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Furniture Galleries of,48.8907645,2.3494169,-1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Desjeunes,48.848032,2.3234994,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cerámica Saloni - París,48.8718914,2.3133606,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Fracassi Culioli-fracassi Pascale,48.855936,2.2938585,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Scie.k.diam,48.8455816,2.3321247,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bellemare Julie,48.8062216,2.406409099999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Abdallah Claude,48.9075225,2.3403665,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ct Loo Et Cie,48.8767302,2.3077764,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Arris Batiment Paris Sarl,48.8824799,2.2938263,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
India Madhavi,48.858529,2.3203491,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ebénisterie De Dreuille,48.8473525,2.269843,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Paribar,48.86395599999999,2.382118,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Atelier Des Pres,48.8096592,2.3407527,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
EVERSTYL- Fabrication française VARIATION,48.840221,2.2902854,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Lodj,48.8485543,2.2822428,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Menuiserie Galien,48.90875,2.27344,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
CARAY Friedland,48.8750126,2.304552799999999,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
"Blou - Furniture, decoration",48.88732299999999,2.319512,4.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Habitat,48.8676526,2.36496,3.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bouclet Jean-François,48.8485577,2.2699545,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Agencement Lequien Pere &Fils,48.87827979999999,2.4373735,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
nh&r,48.8946937,2.2914816,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Paola Lumbroso,48.903732,2.338313,1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
L'Atelier de Budapest,48.87650130000001,2.3275706,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
SOFAS EXPRESS,48.82913139999999,2.3570678,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
De Murard de Saint Romain Guillaume,48.8631143,2.4060159,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bricorama,48.8914851,2.403342799999999,2.9,-1,1,0,0,0,1,0,0,0,0,0,0,0
La Canapetheque,48.8523676,2.3609751,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mesures & Design - Votre intériuer à vous mesures,48.84190539999999,2.314511200000001,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bene GmbH,48.869007,2.2948209,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mesple Peyhorgue Nathalie Gisele,48.9144191,2.242181,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cat-Berro Gallery Paris,48.8554623,2.3384044,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Merian Charles,48.84322809999999,2.305370899999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Grard Yves,48.84942160000001,2.380505400000001,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
"La Cuisine, Le Bain Paule.h",48.8666341,2.3683849,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
DMA Industries,48.8465334,2.234677,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Les Drogueries d'Aujourd'hui - 17,48.8829655,2.3029523,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mesures & Design - Votre intériuer à vous mesures,48.841983,2.314567,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Literie Charron - Réfection de Matelas,48.8809624,2.2992069,-1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Maliterie,48.8603643,2.3456006,5.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Daniel Perret Sarl,48.8781925,2.3839158,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Espace et Mieux Etre,48.8705991,2.3704161,3.4,-1,1,0,0,0,1,0,0,0,0,0,0,0
Roche Bobois,48.8380898,2.322183799999999,4.8,-1,1,0,0,0,1,0,0,0,0,0,0,0
Maxiam,48.85190679999999,2.4335273,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
"""Au D d'Or"" Montmartre 75018 Paris Couture-retouche",48.8834258,2.3411979,5.0,-1,1,0,0,0,1,1,0,0,0,0,0,0
Maharani France,48.884607,2.3152717,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Interiors Exclusive,48.8705308,2.3374242,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bresset et Fils,48.851513,2.329518,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mobalpa,48.83764110000001,2.3230087,2.4,-1,1,0,0,0,1,0,0,0,0,0,0,0
Harmonie Chez Soi,48.839866,2.262629,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Tek Import,48.8692769,2.336555300000001,-1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Maison Hugon-Jeannin,48.83141810000001,2.3257201,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Restaurateur De Meubles,48.83940629999999,2.241652499999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Pheulpin Pascal,48.91595299999999,2.4428853,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
BoConcept,48.8480011,2.2828694,2.3,-1,1,0,0,0,1,0,0,0,0,0,0,0
Manzano Gerard,48.885617,2.303849,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
France Canapé Marais,48.859216,2.3541266,4.3,-1,1,0,0,0,1,0,0,0,0,0,0,0
Le Lit,48.87673839999999,2.317064299999999,4.7,-1,1,0,0,0,1,0,0,1,0,0,0,0
FUTUR INTERIEUR - ARRITAL CUCINE PARIS,48.83447940000001,2.289560100000001,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Armonia,48.9141112,2.3430373,3.6,-1,1,0,0,0,1,0,0,0,0,0,0,0
Hülsta Meubles Noël,48.84652879999999,2.3781246,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
DMR,48.8554323,2.327772099999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Usine Bureau,48.8662485,2.336478,2.9,-1,1,0,0,0,1,0,0,0,0,0,0,0
"HIFIGENY furniture Luxury Paris, Sofa Art Deco,",48.84911400000001,2.37339,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Triode,48.855341,2.3346879,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Jean-Louis Karsonty,48.8577982,2.3329069,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Activ' Déco,48.8829384,2.2645306,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cuisines Océan Indien,48.8906487,2.3629976,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
La Chaise Longue,48.88409459999999,2.3396259,4.4,-1,1,0,0,0,1,0,0,0,0,0,0,0
Eugenie Seigneur,48.86184129999999,2.3614556,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
DECO PRIVE,48.8998289,2.4101781,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mobilier Design,48.8264575,2.3081078,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Conti Mario,48.87909440000001,2.4496542,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Espaces Roméo Guérin,48.8497434,2.3859197,3.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Cuisines Brecht,48.85921330000001,2.3877821,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Matahati,48.8627901,2.3789016,5.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
Soukotyssu,48.8920957,2.3291933,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Botte,48.81294320000001,2.441939399999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
CASTORAMA Bir Hakeim,48.85392660000001,2.2898154,3.7,-1,1,0,0,0,1,0,0,0,0,0,0,0
Jean-Christophe Souliman,48.9021001,2.3428511,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Roche Bobois,48.856119,2.3251991,4.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Richter Bernd,48.8234506,2.3032229,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
fortunapost.com - cartes postales anciennes,48.86724,2.417265,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Maxime,48.9021001,2.3428512,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Foisy Alain,48.8505341,2.3810659,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Bureau Vallée Paris 13 - papeterie et fournitures de bureau,48.82932809999999,2.369574199999999,3.6,-1,1,0,0,0,1,0,0,0,0,0,0,0
Valeri Paris,48.8359718,2.4768947,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
M.D.S Agencement Menuiserie Décoration Stand Agencement,48.8228462,2.3055057,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Albessard Laurence,48.851048,2.350037299999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ligne Roset,48.86623849999999,2.353293799999999,4.1,-1,1,0,0,0,1,0,0,0,0,0,0,0
L'Atelier de la Maison,48.8648875,2.2907383,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Renov Tout (Ets),48.8345916,2.3768005,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Entreprise Tapia batiment,48.881863,2.4142825,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Record Diffusion,48.8777954,2.3854193,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
ECOLOGIE DESIGN,48.856206,2.385793,-1.0,-1,1,0,0,0,1,0,0,1,0,0,0,0
INDESK Solutions,48.91400199999999,2.233985,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
CFA,48.8560903,2.3582353,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Le Long Du Tage,48.8653105,2.3348709,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Legrier Veronique,48.8410851,2.3434931,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Atad,48.8946658,2.4043673,3.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Alice Délice - Boulogne,48.8367685,2.2395781,4.1,-1,1,0,0,0,1,0,0,0,0,0,0,0
Guedj Yves,48.832443,2.245069,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Daumal Ste,48.8600539,2.2747047,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Miliboo.com,48.8673143,2.3485277,3.5,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ziegler Florence,48.8118212,2.4129181,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Merhand Claude,48.85021870000001,2.404597799999999,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
2RD,48.8946317,2.2982469,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Mobilhome,48.88784219999999,2.3206962,3.1,-1,1,0,0,0,1,0,0,0,0,0,0,0
Maison Lagadic,48.8562059,2.305372600000001,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Karisson Kolifej France,48.8505462,2.3931893,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
E&C Antics,48.8775965,2.3469062,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Alyton Design,48.83966969999999,2.2381327,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Atelier S.D.,48.858527,2.327954,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
SLEEP AND HEALTH - CENTRAL BEDDING,48.8979064,2.3282536,4.8,-1,1,0,0,0,1,0,0,1,0,0,0,0
LdeO&Co,48.8533116,2.3613865,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Ruiz-Aramayo Rigoberto,48.8762127,2.4791504,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
AFCB Professional Development,48.88291110000001,2.3036237,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Besenval Jean-Pierre,48.85676110000001,2.3628397,5.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
James Ebenistes,48.8532179,2.3082464,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Editions Prima Luce,48.8467473,2.3784147,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Flahaut Michel,48.8569034,2.3057396,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Divan Production,48.8825653,2.3409004,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Caravane Saint Germain,48.854869,2.3355577,4.2,-1,1,0,0,0,1,0,0,0,0,0,0,0
Gue Georges,48.8981424,2.3096177,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Decadrages,48.90287920000001,2.397507,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Francis BATT,48.88472660000001,2.2666469,3.8,-1,1,0,0,0,1,0,0,0,0,0,0,0
Kawa Import-Export Ka Sun,48.824475,2.360811,4.3,-1,1,0,0,0,1,0,0,0,0,0,0,0
M.marchais Jean Paul,48.890631,2.3268788,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
A Vos Souhaits,48.85397829999999,2.4248177,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Galerie Cristo,48.9013524,2.3381822,3.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Swiss Village - Antique and Art Galleries,48.85179120000001,2.2997025,4.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Velvet Galerie,48.9044695,2.3384197,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
Benichon 74,48.8739567,2.3842453,-1.0,-1,1,0,0,0,1,0,0,0,0,0,0,0
